21389598,ACB TSX:ACB
21337609,FB
21292636,
21300187,GBTC GS
21259847,DKNG
21245221,MSFT
21240052,COIN
21230526,TSLA
21210694,AMZN FB GOOG GOOGL
21205311,BTC COIN MSTR TSLA
21198280,COIN
21200312,BTC TSLA
21170799,
21154254,RIOT
21122152,ACB TSX:ACB
21092890,SPY
21075773,ARKF ARKW COIN SI
21065206,
21062758,
21026043,TSLA
21011652,TSLA
21006356,TSLA
20997841,TSLA
20980403,ETCG
20944913,BA DFEN ON
20933299,TSLA
20908301,
20882148,COIN TYO:8473
20829397,TSLA
20797834,DIS PEP
20783573,INTC
20768445,RIOT
20750653,COIN
20744902,
20728899,AMZN MRNA
20718393,AAPL
20689098,EBON
20676480,
20675639,
20662879,
20658584,COIN ETH PYPL SHOP SQ
20647587,CTRM
20639472,GOOG GOOGL
20643461,COST CRWD PLUG
20639926,INTC NIO NVDA XPEV
20633144,REGRF
20612579,ASAN COIN ICE PLTR SPOT WORK
20602524,F GM
20591974,TSLA
20560377,
21912522,NIO
21902027,TSLA
21887927,
21884429,NVAX
21872969,AAPL
21868801,AAPL AMC AMZN CLNE CLOV DIDI GME MSFT SPCE SPY WISH
21868738,
21827446,
21821726,ASTR PLTR SPCE
21801496,AMD CLNE CLOV GME INTC MU NIO SOFI SPY WISH WKHS
21786732,XELA
21774072,XELA
21771009,MRIN
21769861,TLRY
21752240,FCEL PLUG
21750024,CLOV OSK RIDE WISH WKHS
21747772,BABA
21728976,AMC EXPR GME
21727021,SOFI
21725531,GME
21705930,TLRY
21681880,PLUG
21678335,ARKF ARKQ ARKW ARKX BABA NXPI PDD PINS RBLX SNAP TDOC TSLA
21675637,SPY
21670005,NVDA
21663686,MARA RIOT
21639926,
21644381,BB
21626668,GE
21608724,COIN
21594871,TSLA
21593850,COIN
21581173,SNAP
21554198,AVXL
21523897,ARKF ARKG ARKK ARKQ ARKW COIN ICE PATH PSTG TSLA
21505576,MARA
21504957,AMC GME
21497621,TLRY
21486842,
21478936,SIRI
21459779,RMED
21409075,AMC AMZN TLRY
21395905,AMC NAKD
21376513,CCL NCLH RCL
21370405,AAPL COIN GOOGL
21344163,NVDA
21341403,AMD
21338698,VTNR
21313273,COIN
21311280,TSLA
21319716,BYND
21301697,AMC BB GME KOSS
21299108,AAPL TSM
21284155,CCIV
21281059,AAL DAL UAL
21262790,
21258070,TWTR
21258892,NCLH
21253863,SNDL
21210703,ARKK ARKQ ARKW COIN NVS PLTR SQ TCEHY TSLA ZM
21204453,TSLA
21204320,CLF X
21201709,MSTR TSLA
21202269,ENPH FSLR
21193479,AAPL F GM
21191358,
21151296,PLTR
21145984,AMOM AMZN FV SPMO TSLA FB
21113983,BTC SQ TSLA
21086579,
21096025,DPZ SBUX
21088657,SNDL
21090003,PTON
21093167,AMAT DIA FUBO INCY INTU LRCX QQQ REGN SPY TSLA
21075100,TSLA
21068037,AAPL
21052285,
21059079,PLTR
21032711,SBUX
20897799,
20986921,
20969359,FAMI
20917729,TSLA
20870531,COIN PYPL
20819257,GS
20804274,
20784086,ARKF ARKG ARKK ARKW BEAM COIN DDD DOCU IONS IRDM MASS NIU NVDA PCAR PHR PSTG PSTI RXRX SKLZ SPFR SQ SYRS TREE
20763921,COIN
20723903,COIN NCLH UAL
20704091,FB NFLX
20697126,COIN
20696669,
20673924,BMKDF BTC ETH SNOW SPY
20672179,
20658560,AAPL AMZN RUN
20654719,
20647303,ASO BLNK CLOV ESPR GME NKLA OTRK PUBM ROOT
20622791,SPRWF TSX:WEED CGC TSX:FIRE
20558978,FUBO PDD TSLA
20551573,TSLA
21920546,AAPL STMP
21899829,AAPL
21894491,AMC GME
21883477,COIN RIOT
21880272,TSLA
21831587,ITRM
21828031,TSLA
21765180,BB
21746871,AVGO GOOG MRVL NVDA
21720041,NFLX NKE NOK
21706516,PENN
21707213,F TSLA
21677843,TSLA
21658127,MSTR TSLA
21649629,BB
21625410,MARA RIOT
21621379,VYGVF
21615512,AMD BIIB FOX GME NVDA PYPL SIRI QQQ DIA SPY CLF
21591358,
21583441,
21591759,SNAP
21561805,TSLA
21553882,RIOT TSLA
21550835,AAL
21539701,AAPL AMZN BIIB CLOV DAL MRNA TGT TSLA UPS
21528545,TSLA
21508518,ATOS
21504307,ARKF ARKK ARKW COIN DOCU MGA NXPI U
21498310,CLF
21492403,GEO
21475197,
21441075,BRK-A
21431949,NVDA
21431150,SNDL
21428085,AMC
21428699,F GM
21423777,TSLA
21413404,
21391570,AAL
21391114,CGC CWBHF
21350898,
21311721,PYPL
21291084,GME
21261423,MU NVDA
21254615,BYND
21213684,TSLA
21220113,ATVI NFLX SNAP
14027854,HMLSF MJ YOLO
21214716,TSLA
21209659,AAPL TSLA
